店名,業種,サービス,郵便番号,住所,電話番号
エースコンタクト   イオンモール与野,眼鏡・コンタクト販売,"さいコイン,出産・子育て",3380004,さいたま市中央区本町西5-2-9イオンモール与野3F,0488403300
T.G.C.-TokyoGlassCampany-   イオンモール与野,眼鏡・コンタクト販売,"さいコイン,出産・子育て",3380004,さいたま市中央区本町西5-2-9イオンモール与野2F,0488595557
アイメガネ与野イオン店,眼鏡・コンタクト販売,"さいコイン,たまポン,出産・子育て,限定たまポン",3380004,さいたま市中央区本町西5-2-9イオンモール与野 3F,0488510001
韓国料理縁,居酒屋・Bar,"ふるさとたまポン,さいコイン,たまポン,限定たまポン",3380001,さいたま市中央区上落合２丁目４番４号,0488597500
居酒屋   悠香,居酒屋・Bar,"ふるさとたまポン,さいコイン,たまポン,限定たまポン",3380003,さいたま市中央区 本町東5丁目10番6号,0487085072
千年の宴与野本町西口駅前店,居酒屋・Bar,"さいコイン,たまポン,限定たまポン",3380003,さいたま市中央区本町東２ー４ー１０与野さくらビル 2階,0488595988
Amusement Cafe ZICCA,居酒屋・Bar,"さいコイン,たまポン,限定たまポン",3380003,さいたま市中央区 本町東１丁目９番８号,0486170453
ＦＡＭＩＹＵ,居酒屋・Bar,"ふるさとたまポン,さいコイン,たまポン,限定たまポン",3380003,さいたま市中央区 本町東１丁目５番地１５,07085901508
魚がし大膳,居酒屋・Bar,"ふるさとたまポン,さいコイン,たまポン,限定たまポン",3380012,さいたま市中央区 大戸６丁目２２番１１,0488265512
さいたま市下落合コミュニティセンター,行政機関,"さいコイン,出産・子育て",3380002,さいたま市中央区大字下落合１７１２NW－３０１・４０１,0488340570
さいたま市ひかり会館,行政機関,"さいコイン,出産・子育て",3380003,さいたま市中央区本町東５ー１３ー２９,0488525561
さいたま市与野本町コミュニティセンター,行政機関,"さいコイン,出産・子育て",3380003,さいたま市中央区本町東３－５－４３,0488537232
さいたま市西与野コミュニティホール,行政機関,"さいコイン,出産・子育て",3380005,さいたま市中央区桜丘２－６－２８,0488548584
さいたま市大戸保育園,行政機関,"さいコイン,出産・子育て",3380012,さいたま市中央区大戸２－７－１９,0488532410
さいたま市保健所管理課,行政機関,"さいコイン,出産・子育て",3380013,さいたま市中央区鈴谷７ー５ー１２,0488402205
さいたま市上峰コミュニティホール,行政機関,"さいコイン,出産・子育て",3380014,さいたま市中央区上峰２－３－５,0488520121
さいたま市中央区役所市税の窓口,行政機関,"さいコイン,出産・子育て",3388586,さいたま市中央区下落合５－７－１０,0488291386
さいたま市南部都市計画指導課,行政機関,"さいコイン,出産・子育て",3388686,さいたま市中央区下落合５ー７ー１０,0488406178
さいたま市南部下水道管理課,行政機関,"さいコイン,出産・子育て",3388686,さいたま市中央区下落合５ー７ー１０,0488406248
さいたま市南部建築指導課,行政機関,"さいコイン,出産・子育て",3388686,さいたま市中央区下落合５ー７ー１０,0488406236
さいたま市南部建築審査課,行政機関,"さいコイン,出産・子育て",3388686,さいたま市中央区下落合５ー７ー１０,0488406241
さいたま市南部土木管理課,行政機関,"さいコイン,出産・子育て",3388686,さいたま市中央区下落合５ー７ー１０,0488406198
さいたま市与野まちづくり事務所,行政機関,"さいコイン,出産・子育て",3388686,さいたま市中央区下落合５ー７ー１０,0488406153
さいたま市中央区役所区民課,行政機関,"さいコイン,出産・子育て",3388686,さいたま市中央区下落合５－７－１０,0488406034
さいたま市中央区役所保険年金課,行政機関,"さいコイン,出産・子育て",3388686,さいたま市中央区下落合５－７－１０,0488406073
さいたま市中央区役所情報公開コーナー,行政機関,"さいコイン,出産・子育て",3388686,さいたま市中央区下落合５－７－１０,0488406026
さいたま市中央区役所くらし応援室,行政機関,"さいコイン,出産・子育て",3388686,さいたま市中央区下落合５－７－１０,0488406026
アール歯科セントラルクリニック,歯科医院,"さいコイン,たまポン,出産・子育て,限定たまポン",3380011,さいたま市中央区 新中里3丁目10番2号,0486004618
ダイワサイクルさいたま新都心店,自動車バイク自転車販売・整備,"さいコイン,たまポン,出産・子育て,限定たまポン",3380001,さいたま市中央区 上落合６ー１７ー２４,0487623448
サイクルショップ  ライフ,自動車バイク自転車販売・整備,"さいコイン,たまポン,出産・子育て,限定たまポン",3380001,さいたま市中央区 上落合２丁目５番３３号,0488553377
カードック大宮新都心,自動車バイク自転車販売・整備,"さいコイン,たまポン,出産・子育て,限定たまポン",3380001,さいたま市中央区上落合７ー１ー７,0488533733
ダイワサイクル与野本町店,自動車バイク自転車販売・整備,"さいコイン,たまポン,出産・子育て,限定たまポン",3380002,さいたま市中央区下落合６ー９ー７,0487111168
ネッツトヨタ埼玉株式会社   与野本町店,自動車バイク自転車販売・整備,"さいコイン,たまポン,出産・子育て,限定たまポン",3380003,さいたま市中央区本町東６ー２ー３,0488553811
岩一自動車,自動車バイク自転車販売・整備,"さいコイン,たまポン,出産・子育て,限定たまポン",3380004,さいたま市中央区 本町西１丁目１番２０号,0488527064
人力車,自動車バイク自転車販売・整備,"さいコイン,たまポン,出産・子育て,限定たまポン",3380006,さいたま市中央区八王子５ー５ー１０ー１０２,0486126595
高須自動車与野店,自動車バイク自転車販売・整備,"さいコイン,たまポン,出産・子育て,限定たまポン",3380007,さいたま市中央区円阿弥３－１ー２,0488535379
マイネッツさいたま中央,自動車バイク自転車販売・整備,"さいコイン,たまポン,出産・子育て,限定たまポン",3380011,さいたま市中央区 新中里５ー９ー８,0488251911
ＧＲ Ｇａｒａｇｅさいたま中央,自動車バイク自転車販売・整備,"さいコイン,たまポン,出産・子育て,限定たまポン",3380011,さいたま市中央区 新中里３ー１ー１,0488237130
サイクルベースあさひ与野本町店,自動車バイク自転車販売・整備,"さいコイン,たまポン,出産・子育て,限定たまポン",3380013,さいたま市中央区鈴谷８ー１１ー１６,0488516577
井山酒店,酒類販売,"さいコイン,たまポン,限定たまポン",3380001,さいたま市中央区上落合7ー５ー１１,0488527227
清水酒店,酒類販売,"さいコイン,たまポン,限定たまポン",3380003,さいたま市中央区 本町東４丁目２番２号,0488533082
埼玉東部ヤクルト与野サービスセンター,食料品・日用品,"さいコイン,たまポン,出産・子育て,限定たまポン",3380001,さいたま市中央区上落合３ー１３ー３３,0488524121
増田ヤ,食料品・日用品,"さいコイン,たまポン,出産・子育て,限定たまポン",3380002,さいたま市中央区下落合１０３４ー２,0488318061
喜多山   中央店,食料品・日用品,"さいコイン,たまポン,出産・子育て,限定たまポン",3380002,さいたま市中央区下落合6-11ー18,0488558955
パティスリー   レタン,食料品・日用品,"さいコイン,たまポン,出産・子育て,限定たまポン",3380002,さいたま市中央区 下落合1018番地,0488327635
杉の子マート   与野本町駅前店,食料品・日用品,"さいコイン,たまポン,出産・子育て,限定たまポン",3380003,さいたま市中央区本町東2ー17ー3,0487648158
杉の子マートミニ,食料品・日用品,"さいコイン,たまポン,出産・子育て,限定たまポン",3380003,さいたま市中央区本町東3ー5ー43与野本町コミュニティセンター内,0486255100
善収庵大こくや,食料品・日用品,"さいコイン,たまポン,出産・子育て,限定たまポン",3380003,さいたま市中央区 本町東2-17-2大こくやダイコクヤ,0488560007
十万石与野本町店,食料品・日用品,"さいコイン,たまポン,出産・子育て,限定たまポン",3380004,さいたま市中央区本町西1ー1ー7,0488571427
喜多山   本店,食料品・日用品,"さいコイン,たまポン,出産・子育て,限定たまポン",3380004,さいたま市中央区本町西1ー12ー9,0488526885
梅林堂与野本町店,食料品・日用品,"さいコイン,たまポン,出産・子育て,限定たまポン",3380004,さいたま市中央区本町西2ー1ー24,0488518881
弁慶ベーカリー,食料品・日用品,"さいコイン,たまポン,出産・子育て,限定たまポン",3380004,さいたま市中央区 本町西4-15-11,0487897165
梅林堂円阿弥店,食料品・日用品,"さいコイン,たまポン,出産・子育て,限定たまポン",3380007,さいたま市中央区円阿弥７丁目５番10号,0487119201
埼玉東部ヤクルト大戸サービスセンター,食料品・日用品,"さいコイン,たまポン,出産・子育て,限定たまポン",3380012,さいたま市中央区大戸６ー１３０７,0488577768
cielventmer,食料品・日用品,"さいコイン,たまポン,出産・子育て,限定たまポン",3380013,さいたま市中央区鈴谷6-2-2,0488563997
まと治療院,整体・整骨院・鍼伮院・リラクゼーション,"さいコイン,たまポン,出産・子育て,限定たまポン",3300081,さいたま市中央区 新都心4-12ミツエビル202,0487957689
ヒロ接骨院,整体・整骨院・鍼伮院・リラクゼーション,"さいコイン,たまポン,出産・子育て,限定たまポン",3380001,さいたま市中央区 上落合２丁目５－３３,0487119836
シュラーフ鍼伮院,整体・整骨院・鍼伮院・リラクゼーション,"さいコイン,たまポン,出産・子育て,限定たまポン",3380002,さいたま市中央区下落合３ー１７ー６大久保コーポ１F,0488553539
与野本町はりきゅう院,整体・整骨院・鍼伮院・リラクゼーション,"さいコイン,たまポン,出産・子育て,限定たまポン",3380002,さいたま市中央区 下落合５ー１０ー８エスティビル101,0487897065
結,整体・整骨院・鍼伮院・リラクゼーション,"さいコイン,たまポン,出産・子育て,限定たまポン",3380002,さいたま市中央区 下落合1652-2106,08037521136
よの本町接骨院,整体・整骨院・鍼伮院・リラクゼーション,"さいコイン,たまポン,出産・子育て,限定たまポン",3380003,さいたま市中央区 本町東３－８－１０,0488512366
えばと接骨院,整体・整骨院・鍼伮院・リラクゼーション,"さいコイン,たまポン,出産・子育て,限定たまポン",3380012,さいたま市中央区 大戸5丁目１４番地２７,0488255539
KEYAKI整骨院,整体・整骨院・鍼伮院・リラクゼーション,"さいコイン,たまポン,出産・子育て,限定たまポン",3380012,さいたま市中央区 大戸１丁目１番地１号,0487094684
こぐま薬局与野店,調剤薬局,"さいコイン,たまポン,出産・子育て,限定たまポン",3380001,さいたま市中央区 上落合９－９－８,0488575900
いわい薬局,調剤薬局,"さいコイン,たまポン,出産・子育て,限定たまポン",3380001,さいたま市中央区 上落合4丁目8番地２号,0488580870
オリーブ薬局,調剤薬局,"さいコイン,出産・子育て",3380013,さいたま市中央区 鈴谷２－５４８－７,0488516326
Hair Design Lunetta,美容院・理容院,"さいコイン,たまポン,出産・子育て,限定たまポン",3380001,さいたま市中央区 上落合８丁目３番地２６プルメリア大宮105,0487992350
Hokari BARBIERE,美容院・理容院,"さいコイン,たまポン,出産・子育て,限定たまポン",3380002,さいたま市中央区 下落合6丁目2番地11号,0488328652
ヘアースタジオセブン,美容院・理容院,"さいコイン,たまポン,出産・子育て,限定たまポン",3380003,さいたま市中央区 本町東６丁目１番７号サンキよしの1F,0488536013
カットルーム サイトウ,美容院・理容院,"さいコイン,たまポン,出産・子育て,限定たまポン",3380011,さいたま市中央区 新中里5丁目3ー9,0488319890
Tier,美容院・理容院,"さいコイン,たまポン,出産・子育て,限定たまポン",3380013,さいたま市中央区 鈴谷2丁目769-1サンビル1-103,0486126835
マルエツ与野,百貨店・スーパー・ホームセンター,"さいコイン,出産・子育て",3380001,さいたま市中央区上落合4ー9ー9,0488527996
島忠ホームズさいたま中央店,百貨店・スーパー・ホームセンター,"さいコイン,たまポン,出産・子育て,限定たまポン",3380001,さいたま市中央区上落合8-3-32,05017124352
西友   与野店,百貨店・スーパー・ホームセンター,"さいコイン,出産・子育て",3380002,さいたま市中央区 下落合３－７－９,0488333221
マツモトキヨシビーンズ与野本町店,百貨店・スーパー・ホームセンター,"さいコイン,たまポン,出産・子育て,限定たまポン",3380003,さいたま市中央区 本町東2丁目3-11番地,0488596556
イオン与野店,百貨店・スーパー・ホームセンター,"さいコイン,出産・子育て",3380004,さいたま市中央区本町西5-2-9,0488567100
オーケー与野店,百貨店・スーパー・ホームセンター,"さいコイン,出産・子育て",3380011,さいたま市中央区 新中里３ー２０ー３０,0487117207
島忠ホームズ与野店,百貨店・スーパー・ホームセンター,"さいコイン,たまポン,出産・子育て,限定たまポン",3380011,さいたま市中央区新中里3-20-30,05017124345
マルエツ南与野駅,百貨店・スーパー・ホームセンター,"さいコイン,出産・子育て",3380013,さいたま市中央区鈴谷2ー548ー2,0488591444
Book Depot 書楽,文具・書籍販売,"さいコイン,たまポン,出産・子育て,限定たまポン",3380001,さいたま市中央区 上落合２丁目３番５号アルーサB館１階,0488526581
サポートケータリングサービス,カフェ・飲食店,"さいコイン,たまポン,出産・子育て,限定たまポン",3380814,さいたま市桜区 宿178番地,0488580123
fortune cafe  べるる,カフェ・飲食店,"さいコイン,たまポン,出産・子育て,限定たまポン",3380815,さいたま市桜区 五関８２５ー２,09093261895
ウエスタン,カフェ・飲食店,"ふるさとたまポン,さいコイン,たまポン,出産・子育て,限定たまポン",3380815,さいたま市桜区五関453-59,0488549812
MAHARAJA,カフェ・飲食店,"ふるさとたまポン,さいコイン,たまポン,出産・子育て,限定たまポン",3380824,さいたま市桜区上大久保614-4,0486064475
がってん食堂大島屋浦和西堀店,カフェ・飲食店,"さいコイン,たまポン,出産・子育て,限定たまポン",3380832,さいたま市桜区西掘9-8-5,0487954885
安楽亭浦和西堀店,カフェ・飲食店,"さいコイン,たまポン,出産・子育て,限定たまポン",3380832,さいたま市桜区西堀9-21-14,0488543831
スシローさいたま西堀店,カフェ・飲食店,"さいコイン,出産・子育て",3380832,さいたま市桜区西堀9丁目1番3号,0488515355
しびらきベーカリー,カフェ・飲食店,"さいコイン,たまポン,出産・子育て,限定たまポン",3380834,さいたま市桜区 新開１ー４ー１３,0488645588
オンマのキンパ,カフェ・飲食店,"さいコイン,たまポン,出産・子育て,限定たまポン",3380836,さいたま市桜区 町谷3丁目12番10号,08048548181
山田うどん食堂田島店,カフェ・飲食店,"さいコイン,たまポン,出産・子育て,限定たまポン",3380837,さいたま市桜区 田島７丁目１６番２号,0488372051
アジアンダイニング&バー   ニムタ,カフェ・飲食店,"さいコイン,たまポン,出産・子育て,限定たまポン",3380837,さいたま市桜区田島５ー９ー８１F,0486741879
匠のがってん寿司さいたま田島店,カフェ・飲食店,"さいコイン,たまポン,出産・子育て,限定たまポン",3380837,さいたま市桜区田島1-4-10,0487107167
あけぼの折武田島店,カフェ・飲食店,"さいコイン,たまポン,出産・子育て,限定たまポン",3380837,さいたま市桜区 田島６-2-12-4,0488627288
創作和食   赤のれん,カフェ・飲食店,"ふるさとたまポン,さいコイン,たまポン,出産・子育て,限定たまポン",3380837,さいたま市桜区 田島5-22-26サンシティ西浦和106,0488629915
ゴルフドゥ！新大宮バイパス浦和店,スポーツ用品販売,"さいコイン,たまポン,出産・子育て,限定たまポン",3380836,さいたま市桜区町谷１ー２１ー１,0488402800
睡眠具プラザトミタ,その他,"さいコイン,たまポン,出産・子育て,限定たまポン",3380816,さいたま市桜区 塚本２３５番地３,0488523344
株式会社グッドジョブ,その他,"さいコイン,たまポン,出産・子育て,限定たまポン",3380822,さいたま市桜区 中島３丁目４号１２番地,0487318200
オフハウス浦和栄和店,その他,"さいコイン,たまポン,出産・子育て,限定たまポン",3380823,さいたま市桜区栄和３ー１８ー１,0488511311
花たろう,その他,"さいコイン,たまポン,出産・子育て,限定たまポン",3380823,さいたま市桜区 栄和5丁目22番地25号,0488593477
ハイブリッド電気,その他,"さいコイン,たまポン,出産・子育て,限定たまポン",3380823,さいたま市桜区 栄和1 丁目６番３号,0488553942
ながの藥品健康館,その他,"さいコイン,たまポン,出産・子育て,限定たまポン",3380823,さいたま市桜区 栄和1丁目22番31号,0488521801
松栄庵,その他,"さいコイン,たまポン,出産・子育て,限定たまポン",3380824,さいたま市桜区 上大久保650-1,0488549124
浦和西体育館,その他,"さいコイン,たまポン,出産・子育て,限定たまポン",3380825,さいたま市桜区 下大久保1676番地1,0488554541
エンドーデンキ   栄和店,その他,"さいコイン,たまポン,出産・子育て,限定たまポン",3380835,さいたま市桜区道場2ー9ー1,0488526024
肉処KURA西浦和店,その他,"さいコイン,たまポン,出産・子育て,限定たまポン",3380837,さいたま市桜区田島5ー21ー7グリーンシティ西浦和第二101,0487118994
株式会社エコ計画   21事業部,その他,"さいコイン,たまポン,出産・子育て,限定たまポン",3380837,さいたま市桜区 田島八丁目4番16号,0488632720
ドラッグストアセキ   白鍬店,ドラッグストア,"さいコイン,たまポン,出産・子育て,限定たまポン",3380811,さいたま市桜区白鍬752,0488513700
セキ薬局   白鍬店,ドラッグストア,"さいコイン,たまポン,出産・子育て,限定たまポン",3380811,さいたま市桜区白鍬752,0487119822
ドラッグセイムス桜神田店,ドラッグストア,"さいコイン,たまポン,出産・子育て,限定たまポン",3380812,さいたま市桜区神田226,0488401531
ウエルシアさいたま栄和店,ドラッグストア,"さいコイン,たまポン,出産・子育て,限定たまポン",3380823,さいたま市桜区栄2丁目27番10号,0488400107
セイムスさいたま上大久保薬局,ドラッグストア,"さいコイン,たまポン,出産・子育て,限定たまポン",3380824,さいたま市桜区上大久保841ー1,0487674308
ドラッグセイムス大久保店,ドラッグストア,"さいコイン,たまポン,出産・子育て,限定たまポン",3380826,さいたま市桜区大久保領家393,0488593241
サンドラッグ浦和大久保店,ドラッグストア,"さいコイン,たまポン,出産・子育て,限定たまポン",3380826,さいたま市桜区大久保領家124ー3,0488516884
スギ薬局南元宿店,ドラッグストア,"さいコイン,出産・子育て",3380831,さいたま市桜区南元宿二丁目８番１号,0488297946
スギ薬局ヨークフーズ中浦和店,ドラッグストア,"さいコイン,出産・子育て",3380832,さいたま市桜区西堀四丁目３番２３号ヨークフーズ中浦和店２階,0487993730
セキ薬局   中浦和店,ドラッグストア,"さいコイン,たまポン,出産・子育て,限定たまポン",3380832,さいたま市桜区西堀7ー16ー11,0488164949
ドラッグストアセキ   与野西堀店,ドラッグストア,"さいコイン,たまポン,出産・子育て,限定たまポン",3380832,さいたま市桜区西堀9ー9ー2,0488513300
ドラッグストアセキ   中浦和店,ドラッグストア,"さいコイン,たまポン,出産・子育て,限定たまポン",3380832,さいたま市桜区西堀7ー16ー11,0487108200
サンドラッグ浦和西堀店,ドラッグストア,"さいコイン,たまポン,出産・子育て,限定たまポン",3380832,さいたま市桜区西堀5ー3ー18,0487106722
ドラッグセイムス桜田店,ドラッグストア,"さいコイン,たまポン,出産・子育て,限定たまポン",3380833,さいたま市桜区桜田2ー25ー2,0488456911
ドラッグセイムス道場店,ドラッグストア,"さいコイン,たまポン,出産・子育て,限定たまポン",3380835,さいたま市桜区道場2ー8ー18,0488535370
ドラッグストアセキ   道場店,ドラッグストア,"さいコイン,たまポン,出産・子育て,限定たまポン",3380835,さいたま市桜区道場三丁目16番16号,0487623314
セキ薬局   道場店,ドラッグストア,"さいコイン,たまポン,出産・子育て,限定たまポン",3380835,さいたま市桜区道場三丁目16番16号,0487623314
ドラッグセイムス西浦和店,ドラッグストア,"さいコイン,たまポン,出産・子育て,限定たまポン",3380837,さいたま市桜区田島5ー23ー4,0488448157
privatenailsalon Le.Bois,まつ毛エクステ・ネイル,"さいコイン,たまポン,限定たまポン",3380832,さいたま市桜区 西堀９ー８ー１３,09029425943
バッティングゾーン秋ヶ瀬,レジャー施設,"さいコイン,たまポン,出産・子育て,限定たまポン",3380825,さいたま市桜区 下大久保９３３ー１,0488591588
ケーズデンキ埼大通り店,家電販売店,"さいコイン,出産・子育て",3380823,さいたま市桜区栄和4丁目10番18号,0487113474
ヤマダデンキ   家電住まいる館YAMADA浦和埼大通り店,家電販売店,"さいコイン,出産・子育て",3380824,さいたま市桜区 上大久保725,0488577780
須崎電器,家電販売店,"さいコイン,たまポン,出産・子育て,限定たまポン",3380832,さいたま市桜区 西堀6丁目18番地13号,0488625602
株式会社ベルウイング,冠婚葬祭,"さいコイン,たまポン,出産・子育て,限定たまポン",3380821,さいたま市桜区 山久保2-8-8,0488575088
めがね工房 メディカルアイ,眼鏡・コンタクト販売,"さいコイン,たまポン,出産・子育て,限定たまポン",3300074,さいたま市浦和区北浦和３ー７ー１,0488321091
Bar Robroy,居酒屋・Bar,"ふるさとたまポン,さいコイン,たまポン,限定たまポン",3380837,さいたま市桜区田島３ー１８ー５フレビエント101,0486266983
やきとり大吉西浦和店,居酒屋・Bar,"さいコイン,たまポン,限定たまポン",3380837,さいたま市桜区 田島５－１０－５,0488653791
西浦和やきとり鳥昇,居酒屋・Bar,"ふるさとたまポン,さいコイン,たまポン,限定たまポン",3380837,さいたま市桜区 田島５丁目９番１１号フェリオ西浦和１０２号,0488379880
さいたま市桜区役所市税の窓口,行政機関,"さいコイン,出産・子育て",3309586,さいたま市桜区道場４－３－１,0488291386
さいたま市動物愛護ふれあいセンター,行政機関,"さいコイン,出産・子育て",3380812,さいたま市桜区神田９５０ー１,0488404150
さいたま市大久保支所,行政機関,"さいコイン,出産・子育て",3380815,さいたま市桜区大字五関８３９－２,0488524510
さいたま市浦和斎場,行政機関,"さいコイン,出産・子育て",3380825,さいたま市桜区大字下大久保１５２３ー１,0488291299
さいたま市土合支所,行政機関,"さいコイン,出産・子育て",3380832,さいたま市桜区西堀４－２－３５,0488625101
さいたま市新開自転車保管所,行政機関,"さいコイン,出産・子育て",3380834,さいたま市桜区新開４ー２ー２１,0486528812
さいたま市桜環境センター 余熱体験施設,行政機関,"さいコイン,たまポン,出産・子育て,限定たまポン",3380834,さいたま市桜区新開４－２－１,0487105344
さいたま市プラザウエスト,行政機関,"さいコイン,出産・子育て",3380835,さいたま市桜区道場４－３－１,0488589080
さいたま市療育センターさくら草,行政機関,"さいコイン,出産・子育て",3380837,さいたま市桜区田島２ー１６ー２,0487105811
さいたま市西浦和駅市民の窓口,行政機関,"さいコイン,出産・子育て",3380837,さいたま市桜区田島５－９－１５,0488615208
さいたま市桜区役所区民課,行政機関,"さいコイン,出産・子育て",3388586,さいたま市桜区道場４－３－１,0488566144
さいたま市桜区役所くらし応援室,行政機関,"さいコイン,出産・子育て",3388586,さいたま市桜区道場４－３－１,0488566137
さいたま市桜区役所保険年金課,行政機関,"さいコイン,出産・子育て",3388586,さいたま市桜区道場４－３－１,0488566183
さいたま市桜区役所情報公開コーナー,行政機関,"さいコイン,出産・子育て",3388586,さいたま市桜区道場４－３－１,0488566137
志村自動車株式会社,自動車バイク自転車販売・整備,"さいコイン,たまポン,出産・子育て,限定たまポン",3380824,さいたま市桜区 上大久保1006-1,0488528836
セオサイクル浦和大久保店,自動車バイク自転車販売・整備,"さいコイン,たまポン,出産・子育て,限定たまポン",3380824,さいたま市桜区 上大久保２７２－１,0487675263
セオサイクル中浦和店,自動車バイク自転車販売・整備,"さいコイン,たまポン,出産・子育て,限定たまポン",3380832,さいたま市桜区 西堀３－１－１０三愛ビル１階,0488668777
マイセルフ桜田,自動車バイク自転車販売・整備,"さいコイン,たまポン,出産・子育て,限定たまポン",3380833,さいたま市桜区桜田１ー３ー５,0488623154
アップガレージ埼玉西浦和店,自動車バイク自転車販売・整備,"さいコイン,たまポン,出産・子育て,限定たまポン",3380836,さいたま市桜区町谷3-8-20,0488364567
松本サイクル,自動車バイク自転車販売・整備,"さいコイン,たまポン,出産・子育て,限定たまポン",3380837,さいたま市桜区田島4ー10ー7,0488625654
チャリコ西浦和店,自動車バイク自転車販売・整備,"さいコイン,たまポン,出産・子育て,限定たまポン",3380837,さいたま市桜区 田島６－２－１２－１０５,0487118222
梅林堂浦和西堀店,食料品・日用品,"さいコイン,たまポン,出産・子育て,限定たまポン",3380832,さいたま市桜区西堀７丁目18ー28,0487676423
菓匠花見   本店,食料品・日用品,"さいコイン,たまポン,出産・子育て,限定たまポン",3380836,さいたま市桜区 町谷１丁目２０番地１７号,0487114010
太陽青果,食料品・日用品,"さいコイン,たまポン,出産・子育て,限定たまポン",3380837,さいたま市桜区 田島5丁目22番地12号グリーンシティ西浦和第一103,
いいづか接骨院,整体・整骨院・鍼伮院・リラクゼーション,"さいコイン,たまポン,出産・子育て,限定たまポン",3380811,さいたま市桜区 白鍬８３２番地２,0488546771
やましろ接骨院・鍼伮院,整体・整骨院・鍼伮院・リラクゼーション,"さいコイン,たまポン,出産・子育て,限定たまポン",3380823,さいたま市桜区 栄和1丁目21番地13ドームクレアール１F,0487897747
まほろ鍼伮接骨院,整体・整骨院・鍼伮院・リラクゼーション,"さいコイン,たまポン,出産・子育て,限定たまポン",3380824,さいたま市桜区 上大久保201番地1コーポまいやま102号,0487165801
サザンクロス武蔵浦和店リヒロ,整体・整骨院・鍼伮院・リラクゼーション,"さいコイン,たまポン,出産・子育て,限定たまポン",3380837,さいたま市桜区 田島2-6-3西浦和武蔵ハイム103,0488770776
さくらそう薬局,調剤薬局,"さいコイン,たまポン,出産・子育て,限定たまポン",3380831,さいたま市桜区 南元宿１丁目１５番２５号,0487897415
そうごう薬局   中浦和店,調剤薬局,"さいコイン,たまポン,出産・子育て,限定たまポン",3380832,さいたま市桜区 西堀5-3-40,0487119701
太陽堂薬局田島団地店,調剤薬局,"さいコイン,たまポン,出産・子育て,限定たまポン",3380837,さいたま市桜区田島6ー2ー12ー109,0488627609
カットサロンSAK,美容院・理容院,"さいコイン,たまポン,出産・子育て,限定たまポン",3380811,さいたま市桜区 白鍬551-13,0488586399
hair salon  avancer,美容院・理容院,"さいコイン,たまポン,出産・子育て,限定たまポン",3380821,さいたま市桜区 山久保2丁目７番地７ー１F,0488525121
バーバーピース,美容院・理容院,"さいコイン,たまポン,出産・子育て,限定たまポン",3380826,さいたま市桜区 大久保領家570-1,0488520025
美容室エボラボ,美容院・理容院,"さいコイン,たまポン,出産・子育て,限定たまポン",3380832,さいたま市桜区 西堀6丁目17番10号JBCマンション1階,0488618576
ヘアーサロンブーム,美容院・理容院,"さいコイン,たまポン,出産・子育て,限定たまポン",3380837,さいたま市桜区田島５ー２３ー１０ベルシャトー１F,0488616211
カットハウスティエム,美容院・理容院,"さいコイン,たまポン,出産・子育て,限定たまポン",3380837,さいたま市桜区 田島5-9-10サンアーク西浦和ビル1階C店舗,0487113895
ミニコープ白鍬店,百貨店・スーパー・ホームセンター,"さいコイン,たまポン,出産・子育て,限定たまポン",3380811,さいたま市桜区 白鍬586ｰ2,0488530341
マルエツ白鍬,百貨店・スーパー・ホームセンター,"さいコイン,出産・子育て",3380811,さいたま市桜区白鍬561,0488565781
ロヂャース浦和店,百貨店・スーパー・ホームセンター,"さいコイン,たまポン,出産・子育て,限定たまポン",3380821,さいたま市桜区 山久保１丁目11ー1,0488522510
マルエツ浦和大久保,百貨店・スーパー・ホームセンター,"さいコイン,出産・子育て",3380824,さいたま市桜区大字上大久保作田982ー1,0488542321
ポーラ ザ ビューティー   浦和店,エステ,"さいコイン,たまポン,出産・子育て,限定たまポン",3300062,さいたま市浦和区仲町２－２－７イチカワビルⅦ 2F,0488237722
ＶＩＳＯＵＲＩＲＥ,エステ,"さいコイン,たまポン,出産・子育て,限定たまポン",3300071,さいたま市浦和区 上木崎２－５－２ウィステリア浦和３０５,07028219716
クローバー北浦和店,エステ,"さいコイン,たまポン,出産・子育て,限定たまポン",3300074,さいたま市浦和区北浦和１ー２ー１５森ビル2F,0487993375
フェイシャルサロンエレガ,エステ,"さいコイン,たまポン,出産・子育て,限定たまポン",3300074,さいたま市浦和区 北浦和４丁目１番地１１号岩﨑ビル４０３号室,0488266138
with GRACE,エステ,"さいコイン,たまポン,出産・子育て,限定たまポン",3300075,さいたま市浦和区 針ヶ谷3-2-7To YOU@BILL202,07089833930
焼肉きんぐ 浦和木崎店,カフェ・飲食店,"さいコイン,たまポン,出産・子育て,限定たまポン",3300042,さいたま市浦和区木崎２ー１ー２０,0488297525
吉野家   浦和駅東口店,カフェ・飲食店,"さいコイン,たまポン,出産・子育て,限定たまポン",3300056,さいたま市浦和区東仲町１ー２２,0488164929
鮮彩もつ焼き わか大将,カフェ・飲食店,"ふるさとたまポン,さいコイン,たまポン,出産・子育て,限定たまポン",3300056,さいたま市浦和区東仲町１１ー２３Ｙahata   Ｂuilding2,0488265733
旬の味みなと,カフェ・飲食店,"ふるさとたまポン,さいコイン,たまポン,出産・子育て,限定たまポン",3300056,さいたま市浦和区東仲町１０ー２,0488850777
